Common name,Scientific name,Family,Tag,Width,Soil pH,Height,USDA Hardiness zone,Water requirement,Life cycle,Soil type,Light requirement,Utility,Alternate name,Task Recommendations.,vec_0,vec_1,vec_2,vec_3,vec_4,vec_5,vec_6,vec_7,vec_8,vec_9,vec_10,vec_11
Coconut Palm ,Cocos nucifera,Arecaceae,Shade provider,6.0,5.0 - 7.0,25.0,10-12,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Weaving material, Crafting, Fire starter, Compost, Containers, Cosmetic, Fiber, Filter, Lumber, Lighting, Mulch, oil, Potash, Roofing, Scourer, Soap making, textiles","copra, coco de agua, cocotero, palma de coco, palmera cocotera, palmera de coco, coco, cocotier, cocoyer, noix de coco, ye zi, coqueiro american, niu, coco da india, coco de bahia, coco-da-bahia, coco-da-’ndia, coqueiro, coqueiro-da-bahia, coqueiro-da-’ndia, inai‡-guau’ba, d'ong, cocos, cocospalm, klapperboom, coco blanco, coco indio, coco morado, kokosnusspalme, narikel, nariyal, narlu, thengu, yubi, kelapa, cocco, phaawz lesser, cocotier, noix de cocos, kelapa, kokospalm northern mariana, nizok, iniœg, lubi, niog, niy—g, kokospalm, ma phrao, da","Plant in sandy, well-drained soil with full sun, irrigate regularly during dry periods, apply potassium-rich fertilizer quarterly, mulch to conserve moisture, protect young palms from strong winds, control rhinoceros beetle, harvest coconuts when husk fibers turn brown",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45454545454545453
Colocasia esculenta,Colocasia esculenta,Araceae,Ground cover,1.2,5.5 - 6.5,1.0,9-11,"Moist, Wet",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",Animal feed,"Taro, dasheen, eddo, cocoyam, elephant ear","Plant corms in fertile, moist, well-drained soil with partial shade, maintain consistent moisture with flooding or irrigation, apply balanced fertilizer monthly, mulch to conserve moisture, control taro leaf blight with fungicides, harvest corms 7-12 months after planting, propagate by division",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45454545454545453
Comfrey ,Symphytum officinale,Boraginaceae,Mulch crop,1.0,4.5 - 5.5,2.0,3-8,Moist,Perennial,"Light (sandy), Medium, Acidic","Full sun, Partial sun/shade","Animal feed, Attracts insects, Hedgerow, Wildlife habitat","Blue huckleberry, tall huckleberry, swamp huckleberry, high blueberry, swamp blueberry, american blueberry, blueberry, blue rose tree, bluerose","Plant in well-drained fertile soil with partial shade, irrigate moderately to keep soil moist, apply balanced fertilizer quarterly, mulch to retain moisture, harvest leaves before flowering for medicinal use, control slugs and snails, propagate by root division, avoid waterlogging",0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09090909090909091
Common bean ,Phaseolus vulgaris,"Fabaceae, Leguminosae",Nitrogen fixer,0.4,6.0 - 6.8,2.0,2-11,Moist,Annual,"Light (sandy), Medium, Heavy (clay)",Full sun,"Biomass, Dye, antifungal, Nitrogen fixer","Pole bean, Climbing bean, French bean, Bush bean, Dwarf bean, Kidney bean, Green bean","Sow seeds directly in warm soil after last frost, thin seedlings to 10 cm spacing, provide trellis support for pole varieties, irrigate regularly to maintain moisture, apply phosphorus-rich fertilizer at planting, harvest pods when young and tender, control bean beetles with insecticidal soap, rotate crops annually",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6000000000000001
Common Box ,Buxus sempervirens,Buxaceae,Shade provider,3.0,6.0 - 7.5,6.0,5-7,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Dye, Hedgerow",Fuji sakura,"Plant in well-drained fertile soil with partial shade, prune regularly to maintain shape, irrigate moderately during dry spells, apply balanced fertilizer in early spring, mulch to conserve moisture, propagate by semi-hardwood cuttings, control boxwood blight and leaf miners, avoid waterlogging",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Common Evening-Primrose,Oenothera biennis,Onagraceae,Pollinator attractor,0.3,6.0 - 7.0,2.0,3-9,Moist,Annual,"Light (sandy), Medium",Full sun,Nitrogen fixer,"Garden pea, green pea, English pea","Sow seeds in well-drained soil in spring, thin seedlings to 20 cm spacing, irrigate moderately to maintain moisture, apply balanced fertilizer monthly, deadhead to prolong flowering, mulch to conserve moisture, harvest seeds when pods dry and brown, control aphids",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6363636363636364
Common Hackberry ,Celtis occidentalis,Ulmaceae,Shade provider,12.0,5.5 - 7.5,25.0,5-8,"Dry, Moist, Wet",Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade","Dye, Hedgerow, Herbicide, Pest control, Soil reclamation, Erosion control, Tannin, Lumber, Fragrance","Chinese sumac, stink tree","Plant in well-drained fertile soil with full sun to partial shade, irrigate during dry spells, apply balanced fertilizer annually, prune in late winter to remove dead or crossing branches, mulch to conserve moisture, protect young trees from frost, control hackberry nipple gall, harvest berries when fully ripe",1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364
Common Hazelnut ,Corylus avellana,Betulaceae,Fruit/seed producer,3.0,6.0 - 7.5,6.0,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Weaving material, Fire starter, Cosmetic, Hedgerow, oil, Plant support, Polish, Tannin, Lumber","Common filbert, european filbert, harry lauder's walking stick, corkscrew hazel, hazel","Plant in well-drained loamy soil with pH 6.0-7.5, prune in late winter to remove dead and crossing branches, apply balanced fertilizer in early spring, irrigate deeply during dry spells, mulch to conserve moisture and suppress weeds, control filbertworm and aphids, thin nuts post-set to improve size, harvest nuts when husks turn brown",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Common Nardoo,Marsilea drummondii,Marsileaceae,Ground cover,0.2,6.0 - 7.5,0.3,8-11,"Wet, Water",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Edible starch, traditional food",Nardoo,"Sow spores or rhizomes in shallow freshwater wetlands in spring, maintain water depth of 5-10 cm, avoid water pollution, control competing aquatic weeds manually, ensure full sun exposure, monitor water quality regularly, propagate by division, avoid disturbance during growth season",0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Common Sunflower,Helianthus annuus,Asteraceae or compositae,Tall crop,1.5,5.5 - 7.0,4.0,4-9,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Biomass, Ground cover","Chinese silvergrass, silver feather, eulalia grass, japanese silver grass, ornamental grass","Sow seeds directly in well-drained soil after last frost, thin seedlings to 30 cm spacing, irrigate deeply during flowering and seed fill, apply nitrogen fertilizer at early growth and phosphorus at flowering, stake tall varieties to prevent lodging, control sunflower moth with insecticides, harvest seeds when back of flower heads turn brown",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5454545454545454
Cone Flower,Rudbeckia laciniata,Asteraceae or compositae,Pollinator attractor,1.0,6.0 - 7.5,2.4,3-7,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",Dye,"Cutleaf coneflower, green headed coneflower","Plant in fertile, well-drained soil with full sun to partial shade, prune old stems in late winter to encourage vigorous growth, irrigate moderately during dry periods, apply balanced fertilizer in early spring, mulch to conserve moisture, deadhead spent flowers to prolong bloom, control powdery mildew",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Coprosma robusta ,Coprosma robusta,Rubiaceae,Shade provider,2.5,5.5 - 7.5,5.0,8-11,Moist,Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade",Dye,Karamu (New Zealand Maori name),"Plant in well-drained soil with full sun to partial shade, irrigate moderately during dry spells, prune after flowering to maintain shape, apply balanced fertilizer in early spring, mulch to conserve moisture, propagate by semi-hardwood cuttings, control scale insects, protect from frost",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364
Coriandrum sativum ,Coriandrum sativum,Apiaceae or Umbelliferae,Culinary vegetable,0.7,6.0 - 7.5,0.5,2-11,"Dry, Moist",Annual,"Light (sandy), Medium","Full sun, Partial sun/shade","Essential Oil, Fire starter, antifungal, Pest control, oil, Fragrance","Cilantro, chinese parsley, dhania","Sow seeds directly in well-drained soil in spring, thin seedlings to 10 cm spacing, irrigate regularly to maintain consistent moisture, apply balanced fertilizer monthly, harvest leaves before flowering for best flavor, mulch to suppress weeds, control aphids with insecticidal soap, avoid waterlogging",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273
Cornelian cherry ,Cornus mas,Cornaceae,Fruit/seed producer,2.0,6.0 - 7.5,6.0,6-10,"Moist, Wet",Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Weaving material, Biomass, Crafting, Dye, Animal feed, Hedgerow, textiles, Poles, Plant support, Wind breaker, Erosion control",Giant reed grass,"Plant in well-drained fertile soil with full sun to partial shade, prune in late winter to remove dead wood and shape, irrigate moderately during dry spells, apply balanced fertilizer in early spring, mulch to conserve moisture, harvest fruits when fully colored and soft, control leaf spot and scale insects",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
Cosmos ,Cosmos bipinnatus,Asteraceae or compositae,Pollinator attractor,0.8,6.0 - 7.5,1.0,8-11,"Dry, Moist",Annual,"Light (sandy), Medium",Full sun,"Ornamental, attracts pollinators","Garden cosmos, common cosmos, common cosmos or mexican aster","Sow seeds directly in well-drained soil after last frost, thin seedlings to 30 cm spacing, irrigate moderately avoiding waterlogging, apply balanced fertilizer monthly, deadhead spent flowers to prolong blooming, mulch to conserve moisture, control aphids and spider mites, avoid excessive nitrogen to prevent leggy growth",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7272727272727273
Cotton Grass ,Eriophorum angustifolium,Cyperaceae,Ground cover,0.5,4.0 - 5.5,0.6,4-8,"Wet, Water",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","textiles, Fire starter, Weaving material, Candles",Tall cottongrass,"Plant in acidic, waterlogged peat soils or wetlands, maintain saturated soil conditions, avoid disturbance during flowering and seed set, propagate by seed or division, control invasive species, monitor water pH and nutrient levels, protect habitat from pollution",0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Cow Parsnip ,Heracleum sphondylium montanum,Apiaceae or umbelliferae,Tall crop,1.0,6.0 - 7.5,2.4,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade, Full shade","Dye, Crafting, textiles","Heracleum maximum, Heracleum lanatum","Sow seeds in moist, fertile soil in spring, thin seedlings to 30 cm spacing, irrigate regularly to maintain moisture, apply balanced fertilizer in early growth, mulch to conserve moisture, control aphids and caterpillars, prune after flowering to prevent self-seeding, harvest roots in autumn for medicinal use",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7272727272727273
Coyote brush ,Baccharis pilularis,Asteraceae or compositae,Pest repellent,0.6,6.0 - 7.5,1.0,10-12,Moist,Annual,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Biomass, oil",Crambe,"Plant in well-drained sandy or loamy soil with full sun, prune annually after flowering to maintain shape, irrigate moderately during dry spells, mulch to conserve moisture, control scale insects, propagate by seed or cuttings, avoid overwatering to prevent root rot",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Cranberry,Viburnum trilobum,Adoxaceae,Fruit/seed producer,2.0,5.0 - 6.5,3.0,2-7,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Animal feed, Attracts insects, Hedgerow, Wildlife habitat","Highbush cranberry, cranberrybush, american cranberrybush viburnum","Plant in moist, well-drained acidic soil with full sun to partial shade, prune in late winter to remove dead or weak branches, irrigate during dry periods, mulch heavily to retain moisture, fertilize with acid-loving plant fertilizer in early spring, harvest berries when fully ripe, control aphids and powdery mildew",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.36363636363636365
Crataegus pontica,Crataegus pontica,Rosaceae,Fruit/seed producer,5.0,6.0 - 7.5,5.0,5-7,"Dry, Moist, Wet",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Lumber, Fragrance",Pontic hawthorn,"Plant in well-drained loamy soil with full sun, prune in late winter to remove dead or crossing branches, irrigate moderately during dry spells, mulch to conserve moisture, fertilize with balanced fertilizer in early spring, control fire blight and aphids, harvest fruit when fully colored, propagate by seed or grafting",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Crataegus punctata,Crataegus punctata,Rosaceae,Fruit/seed producer,5.0,6.0 - 7.5,10.0,4-8,"Moist, Wet",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",Fragrance,Dotted hawthorn,"Plant in well-drained soil with full sun, prune in late winter to remove dead wood, irrigate moderately during dry spells, mulch to retain moisture, fertilize in early spring with balanced fertilizer, control rust and aphids, harvest berries when fully ripe, propagate by seed or cuttings",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Creeping Dogwood,Cornus canadensis,Cornaceae,Ground cover,0.5,5.5 - 7.0,0.3,2-7,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Pectin, Ground cover","Bunchberry dogwood, bunchberry","Plant in acidic, moist, well-drained woodland soil with partial shade, maintain consistent moisture, mulch with leaf litter, avoid soil compaction, propagate by division or seed, prune dead stems in late winter, control slugs and snails, avoid direct sunlight",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5454545454545454
Cress ,Lepidium sativum,Brassicaceae or cruciferae,Culinary vegetable,0.3,6.0 - 7.5,0.5,6-9,Moist,Annual,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",oil,Gardencress pepperweed,"Sow seeds directly in well-drained soil in early spring, thin seedlings to 5 cm spacing, irrigate regularly to maintain moisture, harvest leaves at 3-4 weeks for best flavor, mulch to conserve moisture, control flea beetles with row covers, avoid waterlogging",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Crocus serotinus,Crocus serotinus,Iridaceae,Pollinator attractor,0.2,6.0 - 7.5,0.1,5-9,"Dry, Moist",Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade",Dye,Autumn crocus,"Plant corms in well-drained soil with full sun, plant in autumn at 8-10 cm depth, provide dry summer rest, avoid overwatering during dormancy, mulch with gravel to improve drainage, protect from rodents, propagate by corm division every 3-4 years",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273
Cruciata laevipes,Cruciata laevipes,Rubiaceae,Ground cover,0.3,6.0 - 7.0,0.6,4-7,"Dry, Moist",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Dye, Fragrance",Smooth bedstraw,"Sow seeds in well-drained soil in spring, thin seedlings to 10 cm spacing, irrigate moderately to maintain moisture, apply balanced fertilizer monthly, prune to maintain shape, mulch to conserve moisture, control aphids, harvest aerial parts before flowering",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6363636363636364
Cucumis anguria,Cucumis anguria,Cucurbitaceae,Climber/vine,1.0,6.0 - 7.5,2.4,9-11,Moist,Annual,"Light (sandy), Medium, Heavy (clay)",Full sun,"Edible fruit, ornamental","West indian gherkin, cackrey, maroon cucumber, west indian gourd, bur cucumber, cassongo, chikanyanga, chikopa, chipokolo, goareberry gourd, ingolowe, jerusalem cucumber, kasongwe, muchacha, muhawa","Sow seeds directly in warm, well-drained soil after last frost, thin seedlings to 60 cm spacing, irrigate deeply once per week, apply balanced fertilizer monthly, mulch to conserve moisture, control cucumber beetles and powdery mildew, harvest fruits immature for best flavor",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
Cucumis melo cantalupensis,Cucumis melo cantalupensis,Cucurbitaceae,Fruit/seed producer,1.0,6.0 - 7.5,1.5,4-10,Moist,Annual,"Light (sandy), Medium, Heavy (clay)",Full sun,oil,Musk melon,"Sow seeds indoors 3-4 weeks before last frost, transplant after frost risk, plant in fertile, well-drained soil with full sun, irrigate deeply during flowering and fruit set, apply nitrogen fertilizer early and potassium during fruiting, mulch to conserve moisture, control aphids and powdery mildew, harvest when rind turns yellow and fruit is fragrant",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
Cucumis melo cantalupensis ,Cucumis melo cantalupensis,Cucurbitaceae,Fruit/seed producer,1.0,6.0 - 7.0,1.5,4-10,Moist,Annual,"Light (sandy), Medium, Heavy (clay)",Full sun,oil,Musk melon,"Sow seeds indoors 3-4 weeks before last frost, transplant after frost risk, plant in fertile, well-drained soil with full sun, irrigate deeply during flowering and fruit set, apply nitrogen fertilizer early and potassium during fruiting, mulch to conserve moisture, control aphids and powdery mildew, harvest when rind turns yellow and fruit is fragrant",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
